guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00163,poor_sleep,Ngủ kém,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm dân văn phòng: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00164,poor_sleep,Ngủ kém,office_worker,Dân văn phòng,load_management,Quản lý tải,"Ngủ kém ở nhóm dân văn phòng: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00165,poor_sleep,Ngủ kém,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm dân văn phòng: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00166,poor_sleep,Ngủ kém,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm sinh viên: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00167,poor_sleep,Ngủ kém,student,Sinh viên,recovery,Hồi phục,"Ngủ kém ở nhóm sinh viên: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00168,poor_sleep,Ngủ kém,student,Sinh viên,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm sinh viên: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00169,poor_sleep,Ngủ kém,student,Sinh viên,load_management,Quản lý tải,"Ngủ kém ở nhóm sinh viên: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00170,poor_sleep,Ngủ kém,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm sinh viên: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00171,poor_sleep,Ngủ kém,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người bận rộn: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00172,poor_sleep,Ngủ kém,busy_parent,Người bận rộn,recovery,Hồi phục,"Ngủ kém ở nhóm người bận rộn: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00173,poor_sleep,Ngủ kém,busy_parent,Người bận rộn,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm người bận rộn: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00174,poor_sleep,Ngủ kém,busy_parent,Người bận rộn,load_management,Quản lý tải,"Ngủ kém ở nhóm người bận rộn: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00175,poor_sleep,Ngủ kém,busy_parent,Người bận rộn,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người bận rộn: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00176,poor_sleep,Ngủ kém,overweight_beginner,Người thừa cân mới tập,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người thừa cân mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00177,poor_sleep,Ngủ kém,overweight_beginner,Người thừa cân mới tập,recovery,Hồi phục,"Ngủ kém ở nhóm người thừa cân mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00178,poor_sleep,Ngủ kém,overweight_beginner,Người thừa cân mới tập,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm người thừa cân mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00179,poor_sleep,Ngủ kém,overweight_beginner,Người thừa cân mới tập,load_management,Quản lý tải,"Ngủ kém ở nhóm người thừa cân mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00180,poor_sleep,Ngủ kém,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người thừa cân mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00181,poor_sleep,Ngủ kém,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người gầy mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00182,poor_sleep,Ngủ kém,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Ngủ kém ở nhóm người gầy mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00183,poor_sleep,Ngủ kém,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm người gầy mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00184,poor_sleep,Ngủ kém,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,"Ngủ kém ở nhóm người gầy mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00185,poor_sleep,Ngủ kém,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người gầy mới tập: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00186,poor_sleep,Ngủ kém,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người tập tại nhà: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00187,poor_sleep,Ngủ kém,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Ngủ kém ở nhóm người tập tại nhà: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00188,poor_sleep,Ngủ kém,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm người tập tại nhà: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00189,poor_sleep,Ngủ kém,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Ngủ kém ở nhóm người tập tại nhà: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00190,poor_sleep,Ngủ kém,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người tập tại nhà: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00191,poor_sleep,Ngủ kém,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người ưu tiên sức mạnh: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00192,poor_sleep,Ngủ kém,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Ngủ kém ở nhóm người ưu tiên sức mạnh: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00193,poor_sleep,Ngủ kém,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Ngủ kém ở nhóm người ưu tiên sức mạnh: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00194,poor_sleep,Ngủ kém,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Ngủ kém ở nhóm người ưu tiên sức mạnh: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00195,poor_sleep,Ngủ kém,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người ưu tiên sức mạnh: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00196,poor_sleep,Ngủ kém,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Ngủ kém ở nhóm người ưu tiên tăng cơ: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
