exercise_id,exercise_name_vi,exercise_name_en,aliases_vi,category,subcategory,movement_pattern,primary_muscles,primary_muscles_vi,secondary_muscles,secondary_muscles_vi,equipment,equipment_vi,difficulty,difficulty_vi,mechanics,is_unilateral,is_compound,force_type,setup,execution_steps,breathing,common_errors,regressions,progressions,contraindications,hypertrophy_rep_range,strength_rep_range,endurance_rep_range,rest_seconds_default,tempo_default,tags
EX00167,Tempo Goblet Squat,Tempo Goblet Squat,tempo goblet squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-2-1-0,quads|squat|variation
EX00168,Heel-Elevated Squat,Heel-Elevated Squat,squat kê gót,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-1-1-0,quads|squat|variation
EX00169,Cyclist Squat,Cyclist Squat,cyclist squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-1-1-0,quads|squat|variation
EX00170,Zercher Squat,Zercher Squat,zercher squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-1-1-0,quads|squat|variation
EX00171,Belt Squat,Belt Squat,belt squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|core,"Khép đùi, Core",machine,Máy tập,intermediate,Trung cấp,controlled,False,True,push,"Thiết lập core chắc, trọng tâm giữa bàn chân.","Hạ xuống kiểm soát, theo dõi đầu gối và đứng lên mạnh từ chân.","Hít sâu trước khi hạ, thở ra khi lên.",Mất cân bằng; gối sụp; lưng gập.,"Giảm tải, dùng goblet/box squat.",Tăng tải hoặc thêm pause/tempo khó hơn.,Cẩn trọng nếu đau gối hoặc lưng dưới.,6-12,3-5,12-20,90,3-1-1-0,quads|squat|variation
EX00172,Front Foot Elevated Split Squat,Front Foot Elevated Split Squat,split squat kê chân trước,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|core,"Đùi sau, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,push,"Giữ thân ổn định, bàn chân trụ bám đất và core siết.","Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về.","Hít vào khi hạ, thở ra khi đứng lên.",Mất cân bằng; gối đổ vào trong; ROM quá nhanh.,Dùng bodyweight hoặc giữ điểm tựa.,"Tăng tạ, thêm pause hoặc ROM.",Cẩn trọng nếu đau gối/háng hoặc hạn chế thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,unilateral|legs|variation
EX00173,Rear Foot Elevated Split Squat,Rear Foot Elevated Split Squat,rear foot elevated split squat,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|core,"Đùi sau, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,push,"Giữ thân ổn định, bàn chân trụ bám đất và core siết.","Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về.","Hít vào khi hạ, thở ra khi đứng lên.",Mất cân bằng; gối đổ vào trong; ROM quá nhanh.,Dùng bodyweight hoặc giữ điểm tựa.,"Tăng tạ, thêm pause hoặc ROM.",Cẩn trọng nếu đau gối/háng hoặc hạn chế thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,unilateral|legs|variation
EX00174,Lateral Lunge,Lateral Lunge,lunge ngang,strength,lunge,lunge,quads|glutes|adductors,"Đùi trước, Mông, Khép đùi",hamstrings|core,"Đùi sau, Core",bodyweight,Trọng lượng cơ thể,intermediate,Trung cấp,controlled,True,True,push,"Giữ thân ổn định, bàn chân trụ bám đất và core siết.","Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về.","Hít vào khi hạ, thở ra khi đứng lên.",Mất cân bằng; gối đổ vào trong; ROM quá nhanh.,Dùng bodyweight hoặc giữ điểm tựa.,"Tăng tạ, thêm pause hoặc ROM.",Cẩn trọng nếu đau gối/háng hoặc hạn chế thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,unilateral|legs|variation
EX00175,Cossack Squat,Cossack Squat,cossack squat,strength,lunge,lunge,quads|glutes|adductors,"Đùi trước, Mông, Khép đùi",hamstrings|core,"Đùi sau, Core",bodyweight,Trọng lượng cơ thể,intermediate,Trung cấp,controlled,True,True,push,"Giữ thân ổn định, bàn chân trụ bám đất và core siết.","Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về.","Hít vào khi hạ, thở ra khi đứng lên.",Mất cân bằng; gối đổ vào trong; ROM quá nhanh.,Dùng bodyweight hoặc giữ điểm tựa.,"Tăng tạ, thêm pause hoặc ROM.",Cẩn trọng nếu đau gối/háng hoặc hạn chế thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,unilateral|legs|variation
EX00176,Walking Lunge with Overhead Hold,Walking Lunge Overhead Hold,lunge overhead,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|core,"Đùi sau, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,push,"Giữ thân ổn định, bàn chân trụ bám đất và core siết.","Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về.","Hít vào khi hạ, thở ra khi đứng lên.",Mất cân bằng; gối đổ vào trong; ROM quá nhanh.,Dùng bodyweight hoặc giữ điểm tựa.,"Tăng tạ, thêm pause hoặc ROM.",Cẩn trọng nếu đau gối/háng hoặc hạn chế thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,unilateral|legs|variation
EX00177,Single-Leg Romanian Deadlift,Single-Leg Romanian Deadlift,single leg RDL,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00178,B-Stance Romanian Deadlift,B-Stance Romanian Deadlift,b-stance RDL,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00179,Snatch-Grip Deadlift,Snatch-Grip Deadlift,snatch grip deadlift,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00180,Deficit Deadlift,Deficit Deadlift,deficit deadlift,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00181,45-Degree Back Extension,Back Extension,back extension,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",machine,Máy tập,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00182,Reverse Hyperextension,Reverse Hyperextension,reverse hyper,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",machine,Máy tập,intermediate,Trung cấp,controlled,False,False,pull,"Thiết lập hông lùi, core siết và lưng trung tính.",Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu.,"Hít vào khi đi xuống, thở ra khi lên.",Lưng tròn; mất cân bằng; gối di chuyển quá nhiều.,Giảm tải hoặc dùng RDL 2 chân.,"Tăng tải, thêm pause dưới, tăng ROM.",Cẩn trọng nếu đau lưng dưới hoặc gân kheo.,6-12,2-5,12-20,90,3-1-1-0,hinge|posterior chain|variation
EX00183,Cable Glute Kickback quỳ,Kneeling Cable Glute Kickback,glute kickback quỳ,strength,glute_focus,glute_bridge,glutes,Mông,hamstrings|abductors|core,"Đùi sau, Dang đùi, Core",cable,Cáp,intermediate,Trung cấp,controlled,False,False,push,Căn chỉnh hông và core ổn định trước khi di chuyển.,"Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm.","Thở ra khi co cơ, hít vào khi trở về.",Ưỡn lưng; xoay hông; dùng đà.,Giảm ROM hoặc dùng bodyweight.,"Tăng tải, pause đỉnh, thêm rep.",Cẩn trọng nếu đau lưng dưới hoặc hông.,10-20,6-10,15-30,45,2-1-2-2,glute|variation
EX00184,Single-Leg Hip Thrust,Single-Leg Hip Thrust,single leg hip thrust,strength,glute_focus,glute_bridge,glutes,Mông,hamstrings|abductors|core,"Đùi sau, Dang đùi, Core",bodyweight|bench,"Trọng lượng cơ thể, Ghế tập",beginner,Mới bắt đầu,controlled,True,False,push,Căn chỉnh hông và core ổn định trước khi di chuyển.,"Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm.","Thở ra khi co cơ, hít vào khi trở về.",Ưỡn lưng; xoay hông; dùng đà.,Giảm ROM hoặc dùng bodyweight.,"Tăng tải, pause đỉnh, thêm rep.",Cẩn trọng nếu đau lưng dưới hoặc hông.,10-20,6-10,15-30,45,2-1-2-2,glute|variation
EX00185,Banded Glute Bridge,Banded Glute Bridge,glute bridge dây,strength,glute_focus,glute_bridge,glutes,Mông,hamstrings|abductors|core,"Đùi sau, Dang đùi, Core",resistance_band,Dây kháng lực,beginner,Mới bắt đầu,controlled,False,False,push,Căn chỉnh hông và core ổn định trước khi di chuyển.,"Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm.","Thở ra khi co cơ, hít vào khi trở về.",Ưỡn lưng; xoay hông; dùng đà.,Giảm ROM hoặc dùng bodyweight.,"Tăng tải, pause đỉnh, thêm rep.",Cẩn trọng nếu đau lưng dưới hoặc hông.,10-20,6-10,15-30,45,2-1-2-2,glute|variation
EX00186,45-Degree Hip Extension,45-Degree Hip Extension,hip extension 45,strength,glute_focus,glute_bridge,glutes,Mông,hamstrings|abductors|core,"Đùi sau, Dang đùi, Core",machine,Máy tập,intermediate,Trung cấp,controlled,False,False,push,Căn chỉnh hông và core ổn định trước khi di chuyển.,"Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm.","Thở ra khi co cơ, hít vào khi trở về.",Ưỡn lưng; xoay hông; dùng đà.,Giảm ROM hoặc dùng bodyweight.,"Tăng tải, pause đỉnh, thêm rep.",Cẩn trọng nếu đau lưng dưới hoặc hông.,10-20,6-10,15-30,45,2-1-2-2,glute|variation
EX00187,Standing Cable Hip Abduction,Standing Cable Hip Abduction,abduction cable,strength,glute_focus,glute_bridge,glutes,Mông,hamstrings|abductors|core,"Đùi sau, Dang đùi, Core",cable,Cáp,intermediate,Trung cấp,controlled,True,False,push,Căn chỉnh hông và core ổn định trước khi di chuyển.,"Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm.","Thở ra khi co cơ, hít vào khi trở về.",Ưỡn lưng; xoay hông; dùng đà.,Giảm ROM hoặc dùng bodyweight.,"Tăng tải, pause đỉnh, thêm rep.",Cẩn trọng nếu đau lưng dưới hoặc hông.,10-20,6-10,15-30,45,2-1-2-2,glute|variation
EX00188,Sissy Squat,Sissy Squat,sissy squat,strength,lower_isolation,squat,quads,Đùi trước,core,Core,bodyweight,Trọng lượng cơ thể,advanced,Nâng cao,controlled,False,False,push,Giữ kiểm soát hoàn toàn và ROM phù hợp khả năng.,"Di chuyển chậm, tập trung vào cơ mục tiêu và kiểm soát eccentric.","Thở ra ở pha co cơ, hít vào khi trở về.",Dùng quán tính; ROM quá nhanh; mất căn chỉnh khớp.,Giảm ROM hoặc hỗ trợ bằng tay/dây.,"Tăng pause, thêm rep hoặc tăng độ khó.",Cẩn trọng nếu đau gối hoặc gân kheo.,8-15,5-8,15-25,45,3-1-2-1,lower isolation|variation
EX00189,Nordic Ham Curl,Nordic Ham Curl,nordic curl,strength,lower_isolation,hinge,hamstrings,Đùi sau,glutes,Mông,bodyweight,Trọng lượng cơ thể,advanced,Nâng cao,controlled,False,False,pull,Giữ kiểm soát hoàn toàn và ROM phù hợp khả năng.,"Di chuyển chậm, tập trung vào cơ mục tiêu và kiểm soát eccentric.","Thở ra ở pha co cơ, hít vào khi trở về.",Dùng quán tính; ROM quá nhanh; mất căn chỉnh khớp.,Giảm ROM hoặc hỗ trợ bằng tay/dây.,"Tăng pause, thêm rep hoặc tăng độ khó.",Cẩn trọng nếu đau gối hoặc gân kheo.,8-15,5-8,15-25,45,3-1-2-1,lower isolation|variation
EX00190,Standing Leg Curl,Standing Leg Curl,standing leg curl,strength,lower_isolation,hinge,hamstrings,Đùi sau,calves,Bắp chân,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,pull,Giữ kiểm soát hoàn toàn và ROM phù hợp khả năng.,"Di chuyển chậm, tập trung vào cơ mục tiêu và kiểm soát eccentric.","Thở ra ở pha co cơ, hít vào khi trở về.",Dùng quán tính; ROM quá nhanh; mất căn chỉnh khớp.,Giảm ROM hoặc hỗ trợ bằng tay/dây.,"Tăng pause, thêm rep hoặc tăng độ khó.",Cẩn trọng nếu đau gối hoặc gân kheo.,8-15,5-8,15-25,45,3-1-2-1,lower isolation|variation
EX00191,Tibialis Raise,Tibialis Raise,tibialis raise,strength,lower_isolation,hinge,calves,Bắp chân,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,push,Giữ kiểm soát hoàn toàn và ROM phù hợp khả năng.,"Di chuyển chậm, tập trung vào cơ mục tiêu và kiểm soát eccentric.","Thở ra ở pha co cơ, hít vào khi trở về.",Dùng quán tính; ROM quá nhanh; mất căn chỉnh khớp.,Giảm ROM hoặc hỗ trợ bằng tay/dây.,"Tăng pause, thêm rep hoặc tăng độ khó.",Cẩn trọng nếu đau gối hoặc gân kheo.,8-15,5-8,15-25,45,3-1-2-1,lower isolation|variation
EX00192,Cable Wood Chop,Cable Wood Chop,wood chop,strength,core,core_rotation,obliques|abs,"Xiên bụng, Bụng",hips,hips,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00193,High-to-Low Chop,High-to-Low Chop,high low chop,strength,core,core_rotation,obliques,Xiên bụng,abs|hips,"Bụng, hips",cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00194,Low-to-High Chop,Low-to-High Chop,low high chop,strength,core,core_rotation,obliques,Xiên bụng,abs|hips,"Bụng, hips",cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00195,Suitcase Carry,Suitcase Carry,suitcase carry,strength,core,carry,obliques|forearms,"Xiên bụng, Cẳng tay",traps|glutes,"Cầu vai, Mông",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,False,True,hold,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00196,Front Rack Carry,Front Rack Carry,front rack carry,strength,core,carry,core|upper_back,"Core, Lưng trên",forearms,Cẳng tay,kettlebell,Kettlebell,intermediate,Trung cấp,controlled,False,True,hold,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00197,Hollow Hold,Hollow Hold,hollow hold,strength,core,core_anti_extension,abs|transverse_abs,"Bụng, Core sâu",hip_flexors,Gập hông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,hold,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00198,Reverse Crunch,Reverse Crunch,reverse crunch,strength,core,core_flexion,abs,Bụng,hip_flexors,Gập hông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00199,Toe Touch Crunch,Toe Touch Crunch,toe touch crunch,strength,core,core_flexion,abs,Bụng,hip_flexors,Gập hông,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,pull,"Thiết lập thân người chắc, siết core trước khi bắt đầu.",Di chuyển hoặc giữ thân mà không để cột sống mất trung tính hay xoay ngoài ý muốn.,"Thở ngắn và đều, không nín thở quá lâu.",Võng lưng; vai nhún; mất kiểm soát nhịp.,"Giảm thời gian, tải hoặc biên độ.","Tăng thời gian, tải hoặc khó hơn unilateral/chop.",Cẩn trọng nếu đau lưng dưới hoặc chóng mặt.,8-20 hoặc 20-60 giây,5-10 hoặc 10-30 giây,15-30 hoặc 30-90 giây,45,2-1-2-1,core|variation
EX00200,90/90 Hip Switch,90/90 Hip Switch,90 90 hip,mobility,warmup,mobility,mobility,Linh hoạt,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, chỉ đi vào biên độ cơ thể cho phép.","Di chuyển chậm, kiểm soát, cảm nhận vùng cần cải thiện và tránh đau chói.",Thở sâu và đều trong suốt bài tập.,Ép ROM quá mạnh; lắc mạnh; nín thở.,Giảm ROM và thời lượng.,Tăng thời gian hoặc kết hợp bài kích hoạt.,"Ngưng nếu tê, đau nhói hoặc chóng mặt.",6-10 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|variation
EX00201,Couch Stretch,Couch Stretch,couch stretch,mobility,warmup,mobility,mobility,Linh hoạt,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, chỉ đi vào biên độ cơ thể cho phép.","Di chuyển chậm, kiểm soát, cảm nhận vùng cần cải thiện và tránh đau chói.",Thở sâu và đều trong suốt bài tập.,Ép ROM quá mạnh; lắc mạnh; nín thở.,Giảm ROM và thời lượng.,Tăng thời gian hoặc kết hợp bài kích hoạt.,"Ngưng nếu tê, đau nhói hoặc chóng mặt.",6-10 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|variation
EX00202,Shoulder CARs,Shoulder CARs,shoulder cars,mobility,warmup,mobility,mobility,Linh hoạt,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, chỉ đi vào biên độ cơ thể cho phép.","Di chuyển chậm, kiểm soát, cảm nhận vùng cần cải thiện và tránh đau chói.",Thở sâu và đều trong suốt bài tập.,Ép ROM quá mạnh; lắc mạnh; nín thở.,Giảm ROM và thời lượng.,Tăng thời gian hoặc kết hợp bài kích hoạt.,"Ngưng nếu tê, đau nhói hoặc chóng mặt.",6-10 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|variation
EX00203,Hip CARs,Hip CARs,hip cars,mobility,warmup,mobility,mobility,Linh hoạt,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, chỉ đi vào biên độ cơ thể cho phép.","Di chuyển chậm, kiểm soát, cảm nhận vùng cần cải thiện và tránh đau chói.",Thở sâu và đều trong suốt bài tập.,Ép ROM quá mạnh; lắc mạnh; nín thở.,Giảm ROM và thời lượng.,Tăng thời gian hoặc kết hợp bài kích hoạt.,"Ngưng nếu tê, đau nhói hoặc chóng mặt.",6-10 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|variation
EX00204,Deep Squat Hold,Deep Squat Hold,deep squat hold,mobility,warmup,mobility,mobility,Linh hoạt,,,bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,False,False,mobility,"Bắt đầu nhẹ, chỉ đi vào biên độ cơ thể cho phép.","Di chuyển chậm, kiểm soát, cảm nhận vùng cần cải thiện và tránh đau chói.",Thở sâu và đều trong suốt bài tập.,Ép ROM quá mạnh; lắc mạnh; nín thở.,Giảm ROM và thời lượng.,Tăng thời gian hoặc kết hợp bài kích hoạt.,"Ngưng nếu tê, đau nhói hoặc chóng mặt.",6-10 nhịp hoặc 20-60 giây,N/A,20-90 giây,20,chậm,mobility|variation
