meal_item_id,meal_plan_id,meal_number,meal_name_vi,food_id,portion_factor,estimated_kcal,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_fiber_g,note
MPI000503,MP0046,5,Bữa tối,FD0130,1.5,19.5,2.2,3.3,0.3,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000504,MP0046,5,Bữa tối,FD0092,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000505,MP0047,1,Bữa sáng,FD0102,1.0,210.0,24.0,0.0,12.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000506,MP0047,1,Bữa sáng,FD0119,1.0,26.0,1.0,6.5,0.1,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000507,MP0047,1,Bữa sáng,FD0087,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000508,MP0047,2,Bữa trưa,FD0146,1.0,520.0,30.0,56.0,16.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000509,MP0047,2,Bữa trưa,FD0133,1.0,25.0,1.9,5.0,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000510,MP0047,3,Bữa tối,FD0143,1.0,450.0,31.0,40.0,18.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000511,MP0047,3,Bữa tối,FD0046,1.0,17.0,1.2,3.3,0.3,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000512,MP0048,1,Bữa sáng,FD0004,1.0,143.0,26.0,0.0,3.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000513,MP0048,1,Bữa sáng,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000514,MP0048,1,Bữa sáng,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000515,MP0048,2,Bữa phụ 1,FD0076,0.8,105.6,7.1,19.0,0.4,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000516,MP0048,2,Bữa phụ 1,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000517,MP0048,3,Bữa trưa,FD0141,1.0,580.0,36.0,45.0,22.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000518,MP0048,4,Bữa phụ 2,FD0067,0.8,164.0,15.2,0.0,11.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000519,MP0048,4,Bữa phụ 2,FD0088,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000520,MP0048,5,Bữa tối,FD0142,1.0,410.0,29.0,48.0,10.0,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000521,MP0049,1,Bữa sáng,FD0070,1.0,135.0,20.0,4.0,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000522,MP0049,1,Bữa sáng,FD0117,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000523,MP0049,1,Bữa sáng,FD0088,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000524,MP0049,2,Bữa trưa,FD0016,1.2,145.2,14.3,10.7,6.2,6.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000525,MP0049,2,Bữa trưa,FD0114,1.2,118.8,6.1,25.7,0.1,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000526,MP0049,2,Bữa trưa,FD0047,1.5,22.5,1.0,5.4,0.2,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000527,MP0049,2,Bữa trưa,FD0040,0.5,47.0,1.8,1.6,4.0,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000528,MP0049,3,Bữa tối,FD0010,1.2,62.4,13.2,0.8,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000529,MP0049,3,Bữa tối,FD0025,1.2,189.6,7.0,37.1,1.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000530,MP0049,3,Bữa tối,FD0045,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000531,MP0049,3,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000532,MP0050,1,Bữa sáng,FD0073,1.0,102.0,8.2,12.0,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000533,MP0050,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000534,MP0050,2,Bữa phụ 1,FD0011,0.8,80.0,13.6,4.8,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000535,MP0050,2,Bữa phụ 1,FD0088,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000536,MP0050,3,Bữa trưa,FD0107,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000537,MP0050,3,Bữa trưa,FD0080,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000538,MP0050,3,Bữa trưa,FD0050,1.5,61.5,1.4,15.0,0.3,4.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000539,MP0050,4,Bữa phụ 2,FD0102,0.8,168.0,19.2,0.0,9.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000540,MP0050,4,Bữa phụ 2,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000541,MP0050,5,Bữa tối,FD0102,1.2,252.0,28.8,0.0,14.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000542,MP0050,5,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000543,MP0050,5,Bữa tối,FD0098,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000544,MP0050,5,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000545,MP0051,1,Bữa sáng,FD0076,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000546,MP0051,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000547,MP0051,1,Bữa sáng,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000548,MP0051,2,Bữa phụ 1,FD0002,1.0,177.0,24.0,0.0,8.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000549,MP0051,2,Bữa phụ 1,FD0116,0.7,154.0,3.5,22.4,5.6,2.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000550,MP0051,3,Bữa trưa,FD0109,1.2,122.4,9.8,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000551,MP0051,3,Bữa trưa,FD0115,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000552,MP0051,3,Bữa trưa,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000553,MP0051,3,Bữa trưa,FD0127,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000554,MP0051,4,Bữa phụ 2,FD0004,1.0,143.0,26.0,0.0,3.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000555,MP0051,4,Bữa phụ 2,FD0035,0.7,73.5,1.4,16.1,0.6,0.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000556,MP0051,5,Bữa tối,FD0070,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000557,MP0051,5,Bữa tối,FD0085,1.2,50.4,1.0,12.0,0.5,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000558,MP0051,5,Bữa tối,FD0094,1.5,19.5,2.2,3.3,0.3,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000559,MP0051,5,Bữa tối,FD0037,0.5,80.0,1.0,4.2,7.3,3.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000560,MP0052,1,Bữa sáng,FD0106,1.0,135.0,20.0,4.0,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000561,MP0052,1,Bữa sáng,FD0031,1.0,62.0,1.2,15.4,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000562,MP0052,1,Bữa sáng,FD0087,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000563,MP0052,2,Bữa phụ 1,FD0003,1.0,170.0,26.0,0.0,7.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000564,MP0052,2,Bữa phụ 1,FD0088,0.7,79.1,0.7,21.0,0.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000565,MP0052,3,Bữa trưa,FD0106,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000566,MP0052,3,Bữa trưa,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000567,MP0052,3,Bữa trưa,FD0131,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000568,MP0052,3,Bữa trưa,FD0038,0.5,87.0,3.2,3.0,7.5,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000569,MP0052,4,Bữa phụ 2,FD0005,1.0,208.0,20.0,0.0,13.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000570,MP0052,5,Bữa tối,FD0072,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000571,MP0052,5,Bữa tối,FD0083,1.2,31.2,1.2,7.8,0.1,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000572,MP0052,5,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000573,MP0052,5,Bữa tối,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000574,MP0053,1,Bữa sáng,FD0018,1.0,164.0,9.0,27.0,2.6,7.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000575,MP0053,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000576,MP0053,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000577,MP0053,2,Bữa trưa,FD0012,1.2,117.6,13.2,4.1,5.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000578,MP0053,2,Bữa trưa,FD0021,1.2,187.2,7.2,32.4,3.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000579,MP0053,2,Bữa trưa,FD0048,1.5,27.0,1.4,5.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000580,MP0053,3,Bữa tối,FD0107,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000581,MP0053,3,Bữa tối,FD0118,1.2,108.0,1.9,25.2,0.1,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000582,MP0053,3,Bữa tối,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000583,MP0053,3,Bữa tối,FD0128,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000584,MP0054,1,Bữa sáng,FD0016,1.0,121.0,11.9,8.9,5.2,5.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000585,MP0054,1,Bữa sáng,FD0080,1.0,220.0,5.0,32.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000586,MP0054,2,Bữa phụ 1,FD0067,0.8,164.0,15.2,0.0,11.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000587,MP0054,2,Bữa phụ 1,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000588,MP0054,3,Bữa trưa,FD0075,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000589,MP0054,3,Bữa trưa,FD0124,1.2,135.6,1.2,36.0,0.2,3.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000590,MP0054,3,Bữa trưa,FD0135,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000591,MP0054,4,Bữa phụ 2,FD0108,0.8,48.8,2.8,3.8,2.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000592,MP0054,4,Bữa phụ 2,FD0088,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000593,MP0054,5,Bữa tối,FD0108,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000594,MP0054,5,Bữa tối,FD0117,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000595,MP0054,5,Bữa tối,FD0129,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000596,MP0054,5,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000597,MP0055,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000598,MP0055,1,Bữa sáng,FD0020,1.0,112.0,2.6,23.0,0.9,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000599,MP0055,1,Bữa sáng,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000600,MP0055,2,Bữa trưa,FD0144,1.0,430.0,32.0,18.0,24.0,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000601,MP0055,3,Bữa phụ,FD0111,0.8,96.0,19.2,3.2,1.2,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000602,MP0055,3,Bữa phụ,FD0029,1.0,105.0,1.3,27.0,0.3,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000603,MP0055,4,Bữa tối,FD0146,1.0,520.0,30.0,56.0,16.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000604,MP0055,4,Bữa tối,FD0132,1.0,31.0,1.8,7.0,0.1,2.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000605,MP0056,1,Bữa sáng,FD0107,1.0,150.0,20.0,12.0,2.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000606,MP0056,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000607,MP0056,2,Bữa phụ 1,FD0108,0.8,48.8,2.8,3.8,2.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000608,MP0056,2,Bữa phụ 1,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000609,MP0056,3,Bữa trưa,FD0063,1.0,360.0,28.0,34.0,11.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000610,MP0056,4,Bữa phụ 2,FD0110,0.8,64.0,8.0,1.6,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000611,MP0056,4,Bữa phụ 2,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000612,MP0056,5,Bữa tối,FD0062,1.0,520.0,33.0,38.0,24.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000613,MP0057,1,Bữa sáng,FD0003,1.0,170.0,26.0,0.0,7.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000614,MP0057,1,Bữa sáng,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000615,MP0057,2,Bữa trưa,FD0008,1.2,118.8,28.8,0.2,0.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000616,MP0057,2,Bữa trưa,FD0031,1.2,74.4,1.4,18.5,0.2,3.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000617,MP0057,2,Bữa trưa,FD0044,1.5,51.0,4.2,9.9,0.6,3.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000618,MP0057,2,Bữa trưa,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000619,MP0057,3,Bữa tối,FD0010,1.2,62.4,13.2,0.8,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000620,MP0057,3,Bữa tối,FD0086,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000621,MP0057,3,Bữa tối,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000622,MP0057,3,Bữa tối,FD0090,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000623,MP0058,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000624,MP0058,1,Bữa sáng,FD0022,1.0,86.0,1.6,20.1,0.1,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000625,MP0058,2,Bữa phụ 1,FD0104,0.8,77.6,15.2,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000626,MP0058,2,Bữa phụ 1,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000627,MP0058,3,Bữa trưa,FD0106,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000628,MP0058,3,Bữa trưa,FD0080,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000629,MP0058,3,Bữa trưa,FD0133,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000630,MP0058,3,Bữa trưa,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000631,MP0058,4,Bữa phụ 2,FD0067,0.8,164.0,15.2,0.0,11.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000632,MP0058,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000633,MP0058,5,Bữa tối,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000634,MP0058,5,Bữa tối,FD0119,1.2,31.2,1.2,7.8,0.1,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000635,MP0058,5,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000636,MP0058,5,Bữa tối,FD0092,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
